GeneA_HOG	GeneB_HOG
HOG0008120	HOG0013912
HOG0008120	HOG0014072
HOG0008120	HOG0014200
HOG0008120	HOG0014211
HOG0008120	HOG0014265
HOG0008120	HOG0014635
HOG0008120	HOG0015575
HOG0008120	HOG0015584
HOG0008125	HOG0008396
HOG0008125	HOG0008567
HOG0008125	HOG0008751
HOG0008125	HOG0008752
HOG0008125	HOG0010413
HOG0008125	HOG0010492
HOG0008125	HOG0010544
HOG0008125	HOG0010582
HOG0008125	HOG0010625
HOG0008125	HOG0010723
HOG0008125	HOG0010782
HOG0008125	HOG0010865
HOG0008125	HOG0010866
HOG0008125	HOG0010906
HOG0008125	HOG0010978
HOG0008125	HOG0011194
HOG0008125	HOG0011592
HOG0008125	HOG0011731
HOG0008125	HOG0011937
HOG0008125	HOG0012030
HOG0008125	HOG0012149
HOG0008125	HOG0012264
HOG0008125	HOG0012301
HOG0008125	HOG0012411
HOG0008125	HOG0012636
HOG0008125	HOG0013068
HOG0008125	HOG0013231
HOG0008125	HOG0013291
HOG0008125	HOG0013310
HOG0008125	HOG0013590
HOG0008125	HOG0013592
HOG0008125	HOG0013598
HOG0008125	HOG0013902
HOG0008125	HOG0013991
HOG0008125	HOG0014146
HOG0008125	HOG0014283
HOG0008125	HOG0014288
HOG0008125	HOG0014676
HOG0008125	HOG0015422
HOG0008125	HOG0015584
HOG0008126	HOG0010666
HOG0008128	HOG0008941
HOG0008128	HOG0012344
HOG0008128	HOG0013400
HOG0008128	HOG0013978
HOG0008128	HOG0014103
HOG0008128	HOG0014122
HOG0008130	HOG0012083
HOG0008130	HOG0012259
HOG0008130	HOG0012831
HOG0008130	HOG0013262
HOG0008130	HOG0015737
HOG0008142	HOG0015679
HOG0008144	HOG0008829
HOG0008144	HOG0008907
HOG0008144	HOG0008967
HOG0008144	HOG0011990
HOG0008144	HOG0014685
HOG0008145	HOG0008329
HOG0008145	HOG0008518
HOG0008145	HOG0008617
HOG0008145	HOG0009217
HOG0008145	HOG0010416
HOG0008145	HOG0010699
HOG0008145	HOG0011179
HOG0008145	HOG0011917
HOG0008145	HOG0012872
HOG0008146	HOG0008499
HOG0008146	HOG0008703
HOG0008146	HOG0009164
HOG0008146	HOG0009717
HOG0008146	HOG0010225
HOG0008146	HOG0010378
HOG0008146	HOG0010581
HOG0008146	HOG0010593
HOG0008146	HOG0010736
HOG0008146	HOG0010746
HOG0008146	HOG0010841
HOG0008146	HOG0010852
HOG0008146	HOG0010995
HOG0008146	HOG0011121
HOG0008146	HOG0011153
HOG0008146	HOG0011362
HOG0008146	HOG0011495
HOG0008146	HOG0011511
HOG0008146	HOG0011537
HOG0008146	HOG0011568
HOG0008146	HOG0011818
HOG0008146	HOG0012039
HOG0008146	HOG0012096
HOG0008146	HOG0012205
HOG0008146	HOG0012352
HOG0008146	HOG0012570
HOG0008146	HOG0013168
HOG0008146	HOG0013507
HOG0008147	HOG0008376
HOG0008147	HOG0009455
HOG0008147	HOG0009597
HOG0008147	HOG0009629
HOG0008147	HOG0010308
HOG0008147	HOG0010413
HOG0008147	HOG0010799
HOG0008147	HOG0011884
HOG0008147	HOG0012247
HOG0008147	HOG0012385
HOG0008147	HOG0012429
HOG0008147	HOG0012566
HOG0008147	HOG0012596
HOG0008147	HOG0012607
HOG0008147	HOG0013688
HOG0008147	HOG0014049
HOG0008147	HOG0014112
HOG0008147	HOG0014211
HOG0008147	HOG0015550
HOG0008149	HOG0010342
HOG0008153	HOG0008341
HOG0008153	HOG0008377
HOG0008153	HOG0008511
HOG0008153	HOG0008601
HOG0008153	HOG0008648
HOG0008153	HOG0008965
HOG0008153	HOG0009091
HOG0008153	HOG0009400
HOG0008153	HOG0009876
HOG0008153	HOG0009958
HOG0008153	HOG0010478
HOG0008153	HOG0010632
HOG0008153	HOG0010864
HOG0008153	HOG0010887
HOG0008153	HOG0010994
HOG0008153	HOG0010997
HOG0008153	HOG0011162
HOG0008153	HOG0011345
HOG0008153	HOG0011454
HOG0008153	HOG0011658
HOG0008153	HOG0012425
HOG0008153	HOG0012785
HOG0008153	HOG0012875
HOG0008153	HOG0013029
HOG0008153	HOG0013481
HOG0008153	HOG0013505
HOG0008153	HOG0013514
HOG0008153	HOG0013624
HOG0008153	HOG0013718
HOG0008154	HOG0008253
HOG0008154	HOG0008617
HOG0008154	HOG0009610
HOG0008154	HOG0009717
HOG0008154	HOG0010124
HOG0008154	HOG0010736
HOG0008154	HOG0010755
HOG0008154	HOG0011362
HOG0008154	HOG0011485
HOG0008154	HOG0011511
HOG0008154	HOG0011537
HOG0008154	HOG0011965
HOG0008154	HOG0012039
HOG0008154	HOG0012096
HOG0008154	HOG0012386
HOG0008154	HOG0012574
HOG0008154	HOG0012970
HOG0008154	HOG0013168
HOG0008154	HOG0013993
HOG0008155	HOG0011786
HOG0008156	HOG0008706
HOG0008156	HOG0009416
HOG0008156	HOG0010806
HOG0008156	HOG0013183
HOG0008156	HOG0013864
HOG0008156	HOG0013926
HOG0008156	HOG0014199
HOG0008164	HOG0008408
HOG0008164	HOG0008447
HOG0008164	HOG0008543
HOG0008164	HOG0008556
HOG0008164	HOG0008679
HOG0008164	HOG0008779
HOG0008164	HOG0008808
HOG0008164	HOG0008839
HOG0008164	HOG0008907
HOG0008164	HOG0008929
HOG0008164	HOG0008940
HOG0008164	HOG0008967
HOG0008164	HOG0009646
HOG0008164	HOG0009783
HOG0008164	HOG0009794
HOG0008164	HOG0009817
HOG0008164	HOG0009900
HOG0008164	HOG0009946
HOG0008164	HOG0010223
HOG0008164	HOG0010224
HOG0008164	HOG0010367
HOG0008164	HOG0010441
HOG0008164	HOG0010542
HOG0008164	HOG0010552
HOG0008164	HOG0010616
HOG0008164	HOG0010634
HOG0008164	HOG0010834
HOG0008164	HOG0010976
HOG0008164	HOG0011137
HOG0008164	HOG0011369
HOG0008164	HOG0011519
HOG0008164	HOG0011595
HOG0008164	HOG0011681
HOG0008164	HOG0011696
HOG0008164	HOG0012078
HOG0008164	HOG0012336
HOG0008164	HOG0012372
HOG0008164	HOG0012497
HOG0008164	HOG0012517
HOG0008164	HOG0012520
HOG0008164	HOG0012573
HOG0008164	HOG0012655
HOG0008164	HOG0012979
HOG0008164	HOG0013050
HOG0008164	HOG0013285
HOG0008164	HOG0013292
HOG0008164	HOG0013473
HOG0008164	HOG0013752
HOG0008164	HOG0013937
HOG0008164	HOG0014205
HOG0008164	HOG0014280
HOG0008164	HOG0014286
HOG0008164	HOG0014526
HOG0008164	HOG0015018
HOG0008164	HOG0015124
HOG0008164	HOG0015500
HOG0008176	HOG0010083
HOG0008176	HOG0013288
HOG0008176	HOG0015018
HOG0008181	HOG0008728
HOG0008181	HOG0009712
HOG0008181	HOG0009851
HOG0008181	HOG0013839
HOG0008181	HOG0015463
HOG0008231	HOG0009678
HOG0008231	HOG0010488
HOG0008231	HOG0011438
HOG0008231	HOG0011673
HOG0008231	HOG0011898
HOG0008231	HOG0012525
HOG0008231	HOG0012967
HOG0008231	HOG0013227
HOG0008233	HOG0011867
HOG0008234	HOG0015638
HOG0008236	HOG0008827
HOG0008236	HOG0010332
HOG0008236	HOG0011466
HOG0008236	HOG0014105
HOG0008238	HOG0009823
HOG0008240	HOG0008361
HOG0008240	HOG0008535
HOG0008240	HOG0009185
HOG0008240	HOG0010469
HOG0008240	HOG0010709
HOG0008240	HOG0011864
HOG0008240	HOG0012100
HOG0008240	HOG0013086
HOG0008241	HOG0008533
HOG0008241	HOG0008688
HOG0008241	HOG0010872
HOG0008241	HOG0014013
HOG0008247	HOG0009253
HOG0008247	HOG0010849
HOG0008247	HOG0011546
HOG0008247	HOG0011599
HOG0008247	HOG0012139
HOG0008247	HOG0013172
HOG0008247	HOG0013888
HOG0008247	HOG0014535
HOG0008247	HOG0015593
HOG0008250	HOG0016271
HOG0008253	HOG0011750
HOG0008253	HOG0014231
HOG0008254	HOG0011876
HOG0008257	HOG0010184
HOG0008257	HOG0011180
HOG0008260	HOG0008556
HOG0008260	HOG0011005
HOG0008260	HOG0012863
HOG0008260	HOG0015553
HOG0008260	HOG0015598
HOG0008262	HOG0008469
HOG0008263	HOG0013350
HOG0008265	HOG0015122
HOG0008267	HOG0009094
HOG0008272	HOG0008377
HOG0008272	HOG0008560
HOG0008272	HOG0010798
HOG0008272	HOG0013620
HOG0008272	HOG0015419
HOG0008272	HOG0016212
HOG0008273	HOG0009547
HOG0008273	HOG0010972
HOG0008273	HOG0011304
HOG0008273	HOG0013771
HOG0008274	HOG0009413
HOG0008275	HOG0009726
HOG0008275	HOG0012094
HOG0008276	HOG0008279
HOG0008276	HOG0008776
HOG0008279	HOG0009163
HOG0008279	HOG0013522
HOG0008280	HOG0008887
HOG0008280	HOG0009810
HOG0008280	HOG0011435
HOG0008284	HOG0008495
HOG0008284	HOG0008563
HOG0008284	HOG0008675
HOG0008284	HOG0009103
HOG0008284	HOG0009461
HOG0008284	HOG0010084
HOG0008284	HOG0010130
HOG0008284	HOG0010381
HOG0008284	HOG0010510
HOG0008284	HOG0010855
HOG0008284	HOG0010974
HOG0008284	HOG0011015
HOG0008284	HOG0011514
HOG0008284	HOG0011883
HOG0008284	HOG0012169
HOG0008284	HOG0012284
HOG0008284	HOG0012786
HOG0008284	HOG0013387
HOG0008284	HOG0014303
HOG0008284	HOG0014757
HOG0008286	HOG0011032
HOG0008291	HOG0008375
HOG0008291	HOG0013374
HOG0008291	HOG0013889
HOG0008291	HOG0013972
HOG0008291	HOG0014162
HOG0008292	HOG0008796
HOG0008292	HOG0009414
HOG0008292	HOG0010346
HOG0008292	HOG0011596
HOG0008292	HOG0014267
HOG0008292	HOG0014854
HOG0008292	HOG0014893
HOG0008293	HOG0012321
HOG0008293	HOG0014008
HOG0008294	HOG0008468
HOG0008295	HOG0008773
HOG0008295	HOG0010716
HOG0008296	HOG0011945
HOG0008296	HOG0012690
HOG0008297	HOG0009049
HOG0008297	HOG0010793
HOG0008297	HOG0010970
HOG0008297	HOG0011954
HOG0008297	HOG0013504
HOG0008297	HOG0014249
HOG0008297	HOG0014273
HOG0008297	HOG0014643
HOG0008299	HOG0008948
HOG0008299	HOG0009301
HOG0008299	HOG0009381
HOG0008299	HOG0009623
HOG0008299	HOG0010195
HOG0008299	HOG0011218
HOG0008299	HOG0012215
HOG0008299	HOG0012222
HOG0008299	HOG0012228
HOG0008299	HOG0012293
HOG0008299	HOG0013953
HOG0008299	HOG0014130
HOG0008299	HOG0014626
HOG0008299	HOG0014778
HOG0008299	HOG0015563
HOG0008299	HOG0016906
HOG0008304	HOG0011754
HOG0008306	HOG0010795
HOG0008306	HOG0012831
HOG0008306	HOG0013262
HOG0008306	HOG0013560
HOG0008307	HOG0013855
HOG0008307	HOG0014356
HOG0008308	HOG0011918
HOG0008309	HOG0012994
HOG0008310	HOG0008506
HOG0008310	HOG0009843
HOG0008310	HOG0009943
HOG0008310	HOG0010469
HOG0008310	HOG0010556
HOG0008310	HOG0010678
HOG0008310	HOG0011763
HOG0008310	HOG0011970
HOG0008310	HOG0012098
HOG0008310	HOG0013171
HOG0008310	HOG0013181
HOG0008310	HOG0013551
HOG0008310	HOG0013907
HOG0008310	HOG0014865
HOG0008311	HOG0008563
HOG0008311	HOG0011699
HOG0008311	HOG0011872
HOG0008311	HOG0012058
HOG0008311	HOG0012510
HOG0008311	HOG0013642
HOG0008311	HOG0014276
HOG0008312	HOG0009515
HOG0008314	HOG0008777
HOG0008314	HOG0009431
HOG0008314	HOG0009439
HOG0008314	HOG0010206
HOG0008314	HOG0011583
HOG0008314	HOG0011677
HOG0008314	HOG0011773
HOG0008314	HOG0011787
HOG0008314	HOG0012141
HOG0008314	HOG0012292
HOG0008314	HOG0012859
HOG0008314	HOG0013091
HOG0008314	HOG0013400
HOG0008314	HOG0013914
HOG0008314	HOG0013926
HOG0008315	HOG0009888
HOG0008315	HOG0010389
HOG0008316	HOG0009423
HOG0008316	HOG0010249
HOG0008316	HOG0010340
HOG0008316	HOG0013784
HOG0008316	HOG0013977
HOG0008316	HOG0015161
HOG0008317	HOG0008347
HOG0008317	HOG0009805
HOG0008317	HOG0009967
HOG0008317	HOG0010102
HOG0008317	HOG0011514
HOG0008317	HOG0011888
HOG0008317	HOG0013158
HOG0008317	HOG0013207
HOG0008317	HOG0013314
HOG0008317	HOG0013876
HOG0008318	HOG0008375
HOG0008318	HOG0009927
HOG0008318	HOG0010204
HOG0008318	HOG0011038
HOG0008318	HOG0015735
HOG0008318	HOG0016384
HOG0008319	HOG0010542
HOG0008319	HOG0012381
HOG0008319	HOG0012979
HOG0008319	HOG0014594
HOG0008320	HOG0008745
HOG0008320	HOG0009279
HOG0008320	HOG0009389
HOG0008320	HOG0009516
HOG0008320	HOG0009804
HOG0008320	HOG0009923
HOG0008320	HOG0010435
HOG0008320	HOG0010745
HOG0008320	HOG0010896
HOG0008320	HOG0010921
HOG0008320	HOG0011368
HOG0008320	HOG0012241
HOG0008320	HOG0012392
HOG0008320	HOG0012861
HOG0008320	HOG0013041
HOG0008320	HOG0013059
HOG0008320	HOG0014574
HOG0008320	HOG0015684
HOG0008324	HOG0008332
HOG0008324	HOG0008342
HOG0008324	HOG0008344
HOG0008324	HOG0008368
HOG0008324	HOG0008452
HOG0008324	HOG0008524
HOG0008324	HOG0008569
HOG0008324	HOG0008638
HOG0008324	HOG0008650
HOG0008324	HOG0008706
HOG0008324	HOG0008805
HOG0008324	HOG0008831
HOG0008324	HOG0008858
HOG0008324	HOG0008887
HOG0008324	HOG0008941
HOG0008324	HOG0008943
HOG0008324	HOG0009074
HOG0008324	HOG0009101
HOG0008324	HOG0009190
HOG0008324	HOG0009202
HOG0008324	HOG0009260
HOG0008324	HOG0009301
HOG0008324	HOG0009313
HOG0008324	HOG0009431
HOG0008324	HOG0009439
HOG0008324	HOG0009453
HOG0008324	HOG0009479
HOG0008324	HOG0009602
HOG0008324	HOG0009678
HOG0008324	HOG0009690
HOG0008324	HOG0009695
HOG0008324	HOG0009733
HOG0008324	HOG0009828
HOG0008324	HOG0010095
HOG0008324	HOG0010132
HOG0008324	HOG0010160
HOG0008324	HOG0010170
HOG0008324	HOG0010186
HOG0008324	HOG0010206
HOG0008324	HOG0010243
HOG0008324	HOG0010316
HOG0008324	HOG0010402
HOG0008324	HOG0010469
HOG0008324	HOG0010488
HOG0008324	HOG0010489
HOG0008324	HOG0010563
HOG0008324	HOG0010682
HOG0008324	HOG0010709
HOG0008324	HOG0010839
HOG0008324	HOG0011075
HOG0008324	HOG0011111
HOG0008324	HOG0011126
HOG0008324	HOG0011157
HOG0008324	HOG0011223
HOG0008324	HOG0011396
HOG0008324	HOG0011409
HOG0008324	HOG0011471
HOG0008324	HOG0011518
HOG0008324	HOG0011550
HOG0008324	HOG0011589
HOG0008324	HOG0011645
HOG0008324	HOG0011673
HOG0008324	HOG0011720
HOG0008324	HOG0011758
HOG0008324	HOG0011820
HOG0008324	HOG0011849
HOG0008324	HOG0011851
HOG0008324	HOG0011862
HOG0008324	HOG0011867
HOG0008324	HOG0011923
HOG0008324	HOG0011934
HOG0008324	HOG0011970
HOG0008324	HOG0011972
HOG0008324	HOG0012100
HOG0008324	HOG0012116
HOG0008324	HOG0012179
HOG0008324	HOG0012187
HOG0008324	HOG0012233
HOG0008324	HOG0012269
HOG0008324	HOG0012287
HOG0008324	HOG0012321
HOG0008324	HOG0012344
HOG0008324	HOG0012425
HOG0008324	HOG0012565
HOG0008324	HOG0012610
HOG0008324	HOG0012807
HOG0008324	HOG0012894
HOG0008324	HOG0013085
HOG0008324	HOG0013181
HOG0008324	HOG0013290
HOG0008324	HOG0013343
HOG0008324	HOG0013400
HOG0008324	HOG0013459
HOG0008324	HOG0013524
HOG0008324	HOG0013570
HOG0008324	HOG0013625
HOG0008324	HOG0013647
HOG0008324	HOG0013704
HOG0008324	HOG0013725
HOG0008324	HOG0013782
HOG0008324	HOG0013788
HOG0008324	HOG0013864
HOG0008324	HOG0013877
HOG0008324	HOG0013904
HOG0008324	HOG0013914
HOG0008324	HOG0013983
HOG0008324	HOG0014122
HOG0008324	HOG0014264
HOG0008324	HOG0015145
HOG0008324	HOG0015164
HOG0008324	HOG0015397
HOG0008324	HOG0015563
HOG0008326	HOG0013444
HOG0008328	HOG0009167
HOG0008328	HOG0012188
HOG0008328	HOG0016778
HOG0008329	HOG0008518
HOG0008329	HOG0008912
HOG0008329	HOG0009127
HOG0008329	HOG0009137
HOG0008329	HOG0010184
HOG0008329	HOG0010416
HOG0008329	HOG0010699
HOG0008329	HOG0010896
HOG0008329	HOG0011179
HOG0008329	HOG0011220
HOG0008329	HOG0012595
HOG0008331	HOG0010941
HOG0008332	HOG0008344
HOG0008332	HOG0008368
HOG0008332	HOG0008650
HOG0008332	HOG0008706
HOG0008332	HOG0008805
HOG0008332	HOG0008887
HOG0008332	HOG0009201
HOG0008332	HOG0009427
HOG0008332	HOG0009439
HOG0008332	HOG0009602
HOG0008332	HOG0009695
HOG0008332	HOG0009828
HOG0008332	HOG0010049
HOG0008332	HOG0010206
HOG0008332	HOG0010402
HOG0008332	HOG0010489
HOG0008332	HOG0010839
HOG0008332	HOG0011019
HOG0008332	HOG0011075
HOG0008332	HOG0011677
HOG0008332	HOG0012972
HOG0008332	HOG0013085
HOG0008332	HOG0013294
HOG0008332	HOG0013653
HOG0008332	HOG0013705
HOG0008332	HOG0014373
HOG0008332	HOG0015068
HOG0008332	HOG0015164
HOG0008332	HOG0016108
HOG0008334	HOG0012932
HOG0008334	HOG0013448
HOG0008335	HOG0014162
HOG0008336	HOG0008365
HOG0008336	HOG0008396
HOG0008336	HOG0008751
HOG0008336	HOG0009079
HOG0008336	HOG0009175
HOG0008336	HOG0009223
HOG0008336	HOG0009425
HOG0008336	HOG0009455
HOG0008336	HOG0009597
HOG0008336	HOG0009629
HOG0008336	HOG0010101
HOG0008336	HOG0010172
HOG0008336	HOG0010308
HOG0008336	HOG0010492
HOG0008336	HOG0010723
HOG0008336	HOG0010782
HOG0008336	HOG0010799
HOG0008336	HOG0010865
HOG0008336	HOG0010866
HOG0008336	HOG0010917
HOG0008336	HOG0010930
HOG0008336	HOG0010978
HOG0008336	HOG0011081
HOG0008336	HOG0011115
HOG0008336	HOG0011139
HOG0008336	HOG0011154
HOG0008336	HOG0011194
HOG0008336	HOG0011441
HOG0008336	HOG0011442
HOG0008336	HOG0011447
HOG0008336	HOG0011620
HOG0008336	HOG0011701
HOG0008336	HOG0011756
HOG0008336	HOG0011837
HOG0008336	HOG0012030
HOG0008336	HOG0012247
HOG0008336	HOG0012264
HOG0008336	HOG0012297
HOG0008336	HOG0012301
HOG0008336	HOG0012411
HOG0008336	HOG0012413
HOG0008336	HOG0012429
HOG0008336	HOG0012506
HOG0008336	HOG0012566
HOG0008336	HOG0012596
HOG0008336	HOG0012612
HOG0008336	HOG0013291
HOG0008336	HOG0013310
HOG0008336	HOG0013590
HOG0008336	HOG0013592
HOG0008336	HOG0013628
HOG0008336	HOG0013709
HOG0008336	HOG0013902
HOG0008336	HOG0013912
HOG0008336	HOG0014072
HOG0008336	HOG0014112
HOG0008336	HOG0014119
HOG0008336	HOG0014146
HOG0008336	HOG0014200
HOG0008336	HOG0014211
HOG0008336	HOG0014265
HOG0008336	HOG0014635
HOG0008336	HOG0014721
HOG0008336	HOG0014722
HOG0008337	HOG0012818
HOG0008338	HOG0008770
HOG0008341	HOG0008377
HOG0008341	HOG0008511
HOG0008341	HOG0008560
HOG0008341	HOG0008601
HOG0008341	HOG0008648
HOG0008341	HOG0008772
HOG0008341	HOG0008965
HOG0008341	HOG0009112
HOG0008341	HOG0009369
HOG0008341	HOG0009400
HOG0008341	HOG0009481
HOG0008341	HOG0009512
HOG0008341	HOG0009876
HOG0008341	HOG0009958
HOG0008341	HOG0010403
HOG0008341	HOG0010522
HOG0008341	HOG0010632
HOG0008341	HOG0010840
HOG0008341	HOG0010864
HOG0008341	HOG0010887
HOG0008341	HOG0010994
HOG0008341	HOG0010997
HOG0008341	HOG0011162
HOG0008341	HOG0011345
HOG0008341	HOG0011454
HOG0008341	HOG0011550
HOG0008341	HOG0011628
HOG0008341	HOG0011778
HOG0008341	HOG0011804
HOG0008341	HOG0012202
HOG0008341	HOG0012224
HOG0008341	HOG0012287
HOG0008341	HOG0012425
HOG0008341	HOG0012558
HOG0008341	HOG0012785
HOG0008341	HOG0012800
HOG0008341	HOG0012875
HOG0008341	HOG0012946
HOG0008341	HOG0013335
HOG0008341	HOG0013356
HOG0008341	HOG0013443
HOG0008341	HOG0013456
HOG0008341	HOG0013481
HOG0008341	HOG0013514
HOG0008341	HOG0013620
HOG0008341	HOG0013718
HOG0008341	HOG0014168
HOG0008341	HOG0014686
HOG0008341	HOG0014805
HOG0008341	HOG0014873
HOG0008341	HOG0015744
HOG0008341	HOG0016035
HOG0008342	HOG0008344
HOG0008342	HOG0008785
HOG0008342	HOG0008805
HOG0008342	HOG0008828
HOG0008342	HOG0008831
HOG0008342	HOG0008941
HOG0008342	HOG0009074
HOG0008342	HOG0009133
HOG0008342	HOG0009202
HOG0008342	HOG0009260
HOG0008342	HOG0009313
HOG0008342	HOG0009431
HOG0008342	HOG0009479
HOG0008342	HOG0009678
HOG0008342	HOG0009733
HOG0008342	HOG0009828
HOG0008342	HOG0010170
HOG0008342	HOG0010243
HOG0008342	HOG0010494
HOG0008342	HOG0010563
HOG0008342	HOG0010596
HOG0008342	HOG0010682
HOG0008342	HOG0010709
HOG0008342	HOG0011111
HOG0008342	HOG0011126
HOG0008342	HOG0011223
HOG0008342	HOG0011396
HOG0008342	HOG0011438
HOG0008342	HOG0011471
HOG0008342	HOG0011518
HOG0008342	HOG0011645
HOG0008342	HOG0011673
HOG0008342	HOG0011820
HOG0008342	HOG0011862
HOG0008342	HOG0011923
HOG0008342	HOG0011970
HOG0008342	HOG0011972
HOG0008342	HOG0012087
HOG0008342	HOG0012276
HOG0008342	HOG0012346
HOG0008342	HOG0012528
HOG0008342	HOG0012565
HOG0008342	HOG0012986
HOG0008342	HOG0012992
HOG0008342	HOG0013051
HOG0008342	HOG0013057
HOG0008342	HOG0013181
HOG0008342	HOG0013183
HOG0008342	HOG0013227
HOG0008342	HOG0013294
HOG0008342	HOG0013400
HOG0008342	HOG0013516
HOG0008342	HOG0013524
HOG0008342	HOG0013704
HOG0008342	HOG0013788
HOG0008342	HOG0013864
HOG0008342	HOG0013877
HOG0008342	HOG0013904
HOG0008342	HOG0013983
HOG0008342	HOG0014122
HOG0008342	HOG0014264
HOG0008342	HOG0014562
HOG0008342	HOG0014610
HOG0008342	HOG0015145
HOG0008342	HOG0015164
HOG0008342	HOG0015397
HOG0008343	HOG0009203
HOG0008343	HOG0012317
HOG0008344	HOG0008452
HOG0008344	HOG0008650
HOG0008344	HOG0008785
HOG0008344	HOG0008805
HOG0008344	HOG0008831
HOG0008344	HOG0008843
HOG0008344	HOG0008887
HOG0008344	HOG0008941
HOG0008344	HOG0009074
HOG0008344	HOG0009202
HOG0008344	HOG0009260
HOG0008344	HOG0009313
HOG0008344	HOG0009431
HOG0008344	HOG0009453
HOG0008344	HOG0009479
HOG0008344	HOG0009602
HOG0008344	HOG0009678
HOG0008344	HOG0009690
HOG0008344	HOG0009695
HOG0008344	HOG0009733
HOG0008344	HOG0009828
HOG0008344	HOG0010085
HOG0008344	HOG0010095
HOG0008344	HOG0010160
HOG0008344	HOG0010170
HOG0008344	HOG0010206
HOG0008344	HOG0010316
HOG0008344	HOG0010488
HOG0008344	HOG0010489
HOG0008344	HOG0010709
HOG0008344	HOG0010814
HOG0008344	HOG0010839
HOG0008344	HOG0011075
HOG0008344	HOG0011094
HOG0008344	HOG0011111
HOG0008344	HOG0011126
HOG0008344	HOG0011396
HOG0008344	HOG0011471
HOG0008344	HOG0011518
HOG0008344	HOG0011589
HOG0008344	HOG0011645
HOG0008344	HOG0011673
HOG0008344	HOG0011720
HOG0008344	HOG0011820
HOG0008344	HOG0011839
HOG0008344	HOG0011867
HOG0008344	HOG0011923
HOG0008344	HOG0011970
HOG0008344	HOG0011972
HOG0008344	HOG0012087
HOG0008344	HOG0012100
HOG0008344	HOG0012179
HOG0008344	HOG0012292
HOG0008344	HOG0012528
HOG0008344	HOG0012816
HOG0008344	HOG0012992
HOG0008344	HOG0013227
HOG0008344	HOG0013343
HOG0008344	HOG0013524
HOG0008344	HOG0013570
HOG0008344	HOG0013788
HOG0008344	HOG0013813
HOG0008344	HOG0013877
HOG0008344	HOG0013914
HOG0008344	HOG0013983
HOG0008344	HOG0014264
HOG0008344	HOG0014562
HOG0008344	HOG0015145
HOG0008344	HOG0015164
HOG0008344	HOG0015397
HOG0008344	HOG0015605
HOG0008345	HOG0014690
HOG0008347	HOG0008355
HOG0008347	HOG0009068
HOG0008347	HOG0009805
HOG0008347	HOG0010102
HOG0008347	HOG0010149
HOG0008347	HOG0010478
HOG0008347	HOG0011884
HOG0008347	HOG0011888
HOG0008347	HOG0012510
HOG0008347	HOG0013158
HOG0008347	HOG0013314
HOG0008347	HOG0013743
HOG0008348	HOG0011464
HOG0008348	HOG0012700
HOG0008349	HOG0008452
HOG0008349	HOG0010186
HOG0008349	HOG0011205
HOG0008349	HOG0012383
HOG0008349	HOG0015081
HOG0008350	HOG0008913
HOG0008350	HOG0010544
HOG0008350	HOG0012368
HOG0008350	HOG0012616
HOG0008350	HOG0012668
HOG0008350	HOG0013016
HOG0008350	HOG0013912
HOG0008350	HOG0014200
HOG0008352	HOG0009797
HOG0008352	HOG0010084
HOG0008352	HOG0013785
HOG0008353	HOG0008497
HOG0008353	HOG0008895
HOG0008353	HOG0011338
HOG0008353	HOG0012439
HOG0008353	HOG0014750
HOG0008354	HOG0014051
HOG0008354	HOG0014614
HOG0008354	HOG0014855
HOG0008354	HOG0016244
HOG0008355	HOG0009032
HOG0008355	HOG0009068
HOG0008355	HOG0009772
HOG0008355	HOG0010102
HOG0008355	HOG0010478
HOG0008355	HOG0010494
HOG0008355	HOG0010510
HOG0008355	HOG0010842
HOG0008355	HOG0011015
HOG0008355	HOG0011107
HOG0008355	HOG0011400
HOG0008355	HOG0011883
HOG0008355	HOG0011884
HOG0008355	HOG0012314
HOG0008355	HOG0012428
HOG0008355	HOG0012510
HOG0008355	HOG0012562
HOG0008355	HOG0013037
HOG0008355	HOG0013135
HOG0008355	HOG0013158
HOG0008355	HOG0013207
HOG0008355	HOG0013314
HOG0008355	HOG0013465
HOG0008355	HOG0013550
HOG0008355	HOG0013625
HOG0008355	HOG0013728
HOG0008355	HOG0013876
HOG0008355	HOG0014023
HOG0008355	HOG0014051
HOG0008355	HOG0014589
HOG0008355	HOG0015157
HOG0008355	HOG0015685
HOG0008356	HOG0010097
HOG0008357	HOG0014534
HOG0008357	HOG0014780
HOG0008359	HOG0008437
HOG0008359	HOG0009323
HOG0008359	HOG0009843
HOG0008359	HOG0009876
HOG0008359	HOG0010825
HOG0008359	HOG0010864
HOG0008359	HOG0011345
HOG0008359	HOG0011358
HOG0008359	HOG0011550
HOG0008359	HOG0012224
HOG0008359	HOG0012558
HOG0008359	HOG0012946
HOG0008359	HOG0013951
HOG0008359	HOG0014293
HOG0008361	HOG0008449
HOG0008361	HOG0008452
HOG0008361	HOG0008504
HOG0008361	HOG0008638
HOG0008361	HOG0008670
HOG0008361	HOG0008706
HOG0008361	HOG0008714
HOG0008361	HOG0008818
HOG0008361	HOG0008943
HOG0008361	HOG0009074
HOG0008361	HOG0009080
HOG0008361	HOG0009190
HOG0008361	HOG0009201
HOG0008361	HOG0009300
HOG0008361	HOG0009396
HOG0008361	HOG0009453
HOG0008361	HOG0009690
HOG0008361	HOG0009697
HOG0008361	HOG0009710
HOG0008361	HOG0009765
HOG0008361	HOG0009825
HOG0008361	HOG0010059
