HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0010777	NA	gray	Other	2	Atha__AT3G06778
HOG0010778	NA	gray	Other	2	Atha__AT3G59380
HOG0010781	NA	gray	Other	2	Atha__AT3G16150
HOG0010782	NA	gray	Other	2	Atha__AT3G15160
HOG0010783	NA	gray	Other	2	Atha__AT3G01640, Atha__AT5G14470
HOG0010784	NA	gray	Other	2	Atha__AT3G46100, Atha__AT5G03406
HOG0010785	NA	gray	Other	2	Atha__AT3G09890
HOG0010786	NA	gray	Other	2	Atha__AT3G21350
HOG0010789	NA	gray	Other	2	Atha__AT3G17465
HOG0010793	NA	gray	Other	2	Atha__AT3G23780, Atha__AT3G18090
HOG0010794	NA	gray	Other	2	Atha__AT3G50860
HOG0010795	NA	gray	Other	2	Atha__AT3G52940
HOG0010797	NA	gray	Other	2	Atha__AT3G61620
HOG0010799	NA	gray	Other	2	Atha__AT3G04020
HOG0010800	NA	gray	Other	2	Atha__AT3G22980
HOG0010801	NA	gray	Other	2	Atha__AT3G27310
HOG0010806	NA	gray	Other	2	Atha__AT3G04240
HOG0010808	NA	gray	Other	2	Atha__AT3G05090
HOG0010813	NA	Green	Plastid	3	Atha__AT3G51140
HOG0010814	NA	gray	Other	2	Atha__AT3G04600
HOG0010818	NA	red	Mitochondria	1	Atha__AT5G48970, Atha__AT3G21390
HOG0010820	NA	gray	Other	2	Atha__AT3G29090
HOG0010821	NA	gray	Other	2	Atha__AT5G05110, Atha__AT3G12490
HOG0010822	NA	gray	Other	2	Atha__AT3G27170, Atha__AT5G40890
HOG0010824	NA	gray	Other	2	Atha__AT3G07100
HOG0010825	NA	gray	Other	2	Atha__AT3G15820, Atha__AT3G15830
HOG0010826	NA	gray	Other	2	Atha__AT3G44200
HOG0010830	NA	gray	Other	2	Atha__AT3G05520
HOG0010831	NA	red	Mitochondria	1	Atha__AT3G24170
HOG0010834	NA	gray	Other	2	Atha__AT3G10150
HOG0010839	NA	gray	Other	2	Atha__AT3G26950
HOG0010840	NA	gray	Other	2	Atha__AT3G46940
HOG0010841	NA	gray	Other	2	Atha__AT3G11960
HOG0010842	NA	gray	Other	2	Atha__AT3G63510, Atha__AT5G47970
HOG0010843	NA	red	Mitochondria	1	Atha__AT3G61650, Atha__AT5G05620
HOG0010844	NA	gray	Other	2	Atha__AT3G59770
HOG0010845	NA	gray	Other	2	Atha__AT3G27325
HOG0010846	NA	gray	Other	2	Atha__AT3G50690
HOG0010847	NA	Green	Plastid	3	Atha__AT3G24530
HOG0010848	NA	gray	Other	2	Atha__AT3G55400
HOG0010849	NA	gray	Other	2	Atha__AT3G17205
HOG0010852	NA	gray	Other	2	Atha__AT3G15550
HOG0010854	NA	gray	Other	2	Atha__AT3G55010
HOG0010855	NA	gray	Other	2	Atha__AT3G62580
HOG0010856	NA	gray	Other	2	Atha__AT3G04830, Atha__AT5G28220
HOG0010857	NA	Green	Plastid	3	Atha__AT3G55760
HOG0010860	NA	gray	Other	2	Atha__AT3G60300
HOG0010861	NA	gray	Other	2	Atha__AT3G02710
HOG0010863	NA	gray	Other	2	Atha__AT3G55220, Atha__AT3G55200
HOG0010864	NA	gray	Other	2	Atha__AT3G29310
HOG0010865	NA	gray	Other	2	Atha__AT3G08505
HOG0010866	NA	gray	Other	2	Atha__AT3G08850, Atha__AT5G01770
HOG0010867	NA	gray	Other	2	Atha__AT3G52120
HOG0010868	NA	gray	Other	2	Atha__AT3G52110
HOG0010871	NA	gray	Other	2	Atha__AT3G43230
HOG0010872	NA	gray	Other	2	Atha__AT3G08760
HOG0010873	NA	gray	Other	2	Atha__AT3G15430
HOG0010876	NA	gray	Other	2	Atha__AT3G10040
HOG0010878	NA	gray	Other	2	Atha__AT3G02200, Atha__AT5G15610
HOG0010881	NA	gray	Other	2	Atha__AT3G03510, Atha__AT5G17580
HOG0010882	NA	gray	Other	2	Atha__AT3G17000
HOG0010883	NA	gray	Other	2	Atha__AT3G28970
HOG0010885	NA	Green	Plastid	3	Atha__AT3G60590
HOG0010887	NA	gray	Other	2	Atha__AT3G44050
HOG0010888	NA	gray	Other	2	Atha__AT3G11560, Atha__AT5G06220
HOG0010889	NA	gray	Other	2	Atha__AT3G11670
HOG0010890	NA	gray	Other	2	Atha__AT3G54610
HOG0010891	NA	gray	Other	2	Atha__AT3G03210
HOG0010892	NA	gray	Other	2	Atha__AT3G57290
HOG0010893	NA	gray	Other	2	Atha__AT3G12350
HOG0010894	NA	gray	Other	2	Atha__AT3G20630
HOG0010896	NA	Green	Plastid	3	Atha__AT3G27740
HOG0010897	NA	red	Mitochondria	1	Atha__AT3G25210
HOG0010899	NA	gray	Other	2	Atha__AT3G29390
HOG0010901	NA	gray	Other	2	Atha__AT3G05480
HOG0010903	NA	gray	Other	2	Atha__AT3G02980, Atha__AT5G16800
HOG0010904	NA	gray	Other	2	Atha__AT3G22290
HOG0010905	NA	gray	Other	2	Atha__AT3G21215
HOG0010906	NA	gray	Other	2	Atha__AT3G23980
HOG0010907	NA	gray	Other	2	Atha__AT3G49900
HOG0010908	NA	Green	Plastid	3	Atha__AT3G03710
HOG0010909	NA	gray	Other	2	Atha__AT3G16270
HOG0010914	NA	gray	Other	2	Atha__AT3G03610
HOG0010916	NA	gray	Other	2	Atha__AT3G01780
HOG0010917	NA	red	Mitochondria	1	Atha__AT3G18760
HOG0010918	NA	gray	Other	2	Atha__AT3G25910
HOG0010919	NA	Green	Plastid	3	Atha__AT3G56160
HOG0010920	NA	gray	Other	2	Atha__AT3G19870
HOG0010921	NA	gray	Other	2	Atha__AT3G46550
HOG0010924	NA	gray	Other	2	Atha__AT3G27390, Atha__AT5G40640
HOG0010927	NA	Green	Plastid	3	Atha__AT3G29320
HOG0010930	NA	gray	Other	2	Atha__AT3G17740, Atha__AT3G17712
HOG0010931	NA	red	Mitochondria	1	Atha__AT3G08950
HOG0010933	NA	gray	Other	2	Atha__AT3G27420, Atha__AT5G40600
HOG0010937	NA	gray	Other	2	Atha__AT3G03960
HOG0010938	NA	gray	Other	2	Atha__AT3G14920
HOG0010940	NA	gray	Other	2	Atha__AT3G02950, Atha__AT5G16790
HOG0010941	NA	gray	Other	2	Atha__AT5G18940
HOG0010944	NA	gray	Other	2	Atha__AT5G24810
HOG0010946	NA	Green	Plastid	3	Atha__AT5G20250
HOG0010947	NA	Green	Plastid	3	Atha__AT5G04590
HOG0010948	NA	gray	Other	2	Atha__AT5G48545
HOG0010949	NA	gray	Other	2	Atha__AT5G57140
HOG0010950	NA	Green	Plastid	3	Atha__AT5G39830
HOG0010951	NA	gray	Other	2	Atha__AT5G19650
HOG0010952	NA	gray	Other	2	Atha__AT5G46630
HOG0010953	NA	gray	Other	2	Atha__AT5G54690
HOG0010954	NA	gray	Other	2	Atha__AT5G25754, Atha__AT5G25757
HOG0010955	NA	gray	Other	2	Atha__AT5G20660
HOG0010957	NA	gray	Other	2	Atha__AT5G15680
HOG0010960	NA	gray	Other	2	Atha__AT5G63480
HOG0010961	NA	gray	Other	2	Atha__AT5G26030
HOG0010962	NA	gray	Other	2	Atha__AT5G49580
HOG0010963	NA	gray	Other	2	Atha__AT5G51620, Atha__AT5G55940
HOG0010967	NA	gray	Other	2	Atha__AT5G52580
HOG0010968	NA	gray	Other	2	Atha__AT5G62640
HOG0010969	NA	gray	Other	2	Atha__AT5G47180
HOG0010970	NA	Green	Plastid	3	Atha__AT5G44000
HOG0010971	NA	gray	Other	2	Atha__AT5G08020, Atha__AT5G61000
HOG0010972	NA	Green	Plastid	3	Atha__AT5G65250
HOG0010973	NA	gray	Other	2	Atha__AT5G40280
HOG0010974	NA	gray	Other	2	Atha__AT5G50380
HOG0010976	NA	gray	Other	2	Atha__AT5G60160
HOG0010977	NA	gray	Other	2	Atha__AT5G51430
HOG0010978	NA	red	Mitochondria	1	Atha__AT5G44730
HOG0010980	NA	gray	Other	2	Atha__AT5G47520
HOG0010981	NA	gray	Other	2	Atha__AT5G66960
HOG0010982	NA	Green	Plastid	3	Atha__AT5G04740
HOG0010983	NA	red	Mitochondria	1	Atha__AT5G53070
HOG0010984	NA	gray	Other	2	Atha__AT5G27640, Atha__AT5G25780
HOG0010988	NA	gray	Other	2	Atha__AT5G55760
HOG0010994	NA	gray	Other	2	Atha__AT5G64510
HOG0010995	NA	Green	Plastid	3	Atha__AT5G63420
HOG0010997	NA	gray	Other	2	Atha__AT5G16850
HOG0010998	NA	gray	Other	2	Atha__AT5G49530
HOG0011003	NA	red	Mitochondria	1	Atha__AT5G10730, Atha__AT5G15910
HOG0011004	NA	Green	Plastid	3	Atha__AT5G48390
HOG0011006	NA	Green	Plastid	3	Atha__AT5G52110
HOG0011007	NA	gray	Other	2	Atha__AT5G42710
HOG0011008	NA	gray	Other	2	Atha__AT5G27830
HOG0011009	NA	gray	Other	2	Atha__AT5G40610
HOG0011010	NA	Green	Plastid	3	Atha__AT5G20930
HOG0011012	NA	gray	Other	2	Atha__AT5G49400
HOG0011013	NA	gray	Other	2	Atha__AT5G58000
HOG0011015	NA	Green	Plastid	3	Atha__AT5G03555
HOG0011018	NA	red	Mitochondria	1	Atha__AT5G46180
HOG0011019	NA	gray	Other	2	Atha__AT5G45960
HOG0011024	NA	Green	Plastid	3	Atha__AT5G53460
HOG0011025	NA	Green	Plastid	3	Atha__AT5G38290, Atha__AT5G16140
HOG0011026	NA	Green	Plastid	3	Atha__AT5G55580
HOG0011029	NA	red	Mitochondria	1	Atha__AT5G57300
HOG0011030	NA	gray	Other	2	Atha__AT5G22760, Atha__AT5G35210
HOG0011032	NA	gray	Other	2	Atha__AT5G64180
HOG0011033	NA	gray	Other	2	Atha__AT5G10080
HOG0011034	NA	gray	Other	2	Atha__AT5G11040
HOG0011035	NA	Green	Plastid	3	Atha__AT5G24120
HOG0011038	NA	gray	Other	2	Atha__AT5G23340
HOG0011039	NA	gray	Other	2	Atha__AT5G19730
HOG0011040	NA	Green	Plastid	3	Atha__AT5G58250
HOG0011043	NA	gray	Other	2	Atha__AT5G15780
HOG0011045	NA	gray	Other	2	Atha__AT5G57770
HOG0011046	NA	gray	Other	2	Atha__AT5G44150
HOG0011047	NA	Green	Plastid	3	Atha__AT5G63050
HOG0011048	NA	gray	Other	2	Atha__AT5G16880
HOG0011050	NA	gray	Other	2	Atha__AT5G65540
HOG0011051	NA	gray	Other	2	Atha__AT5G58520, Atha__AT5G07140
HOG0011056	NA	red	Mitochondria	1	Atha__AT5G15280
HOG0011057	NA	Green	Plastid	3	Atha__AT5G22620
HOG0011058	NA	gray	Other	2	Atha__AT5G36950
HOG0011059	NA	Green	Plastid	3	Atha__AT5G13030
HOG0011061	NA	gray	Other	2	Atha__AT5G49810
HOG0011064	NA	gray	Other	2	Atha__AT5G14550
HOG0011067	NA	gray	Other	2	Atha__AT5G63950
HOG0011069	NA	Green	Plastid	3	Atha__AT5G10920
HOG0011070	NA	Green	Plastid	3	Atha__AT5G13390
HOG0011075	NA	gray	Other	2	Atha__AT5G02140
HOG0011076	NA	gray	Other	2	Atha__AT5G19910
HOG0011077	NA	gray	Other	2	Atha__AT5G49650
HOG0011080	NA	red	Mitochondria	1	Atha__AT5G08490
HOG0011081	NA	gray	Other	2	Atha__AT5G16550
HOG0011082	NA	gray	Other	2	Atha__AT5G61140
HOG0011084	NA	gray	Other	2	Atha__AT5G49730, Atha__AT5G49740
HOG0011087	NA	gray	Other	2	Atha__AT5G48830
HOG0011089	NA	red	Mitochondria	1	Atha__AT5G38730
HOG0011090	NA	gray	Other	2	Atha__AT5G59990
HOG0011091	NA	gray	Other	2	Atha__AT5G23390
HOG0011092	NA	gray	Other	2	Atha__AT5G49880
HOG0011094	NA	red	Mitochondria	1	Atha__AT5G55140
HOG0011095	NA	gray	Other	2	Atha__AT5G15940, Atha__AT5G04070
HOG0011097	NA	gray	Other	2	Atha__AT5G21482
HOG0011098	NA	gray	Other	2	Atha__AT5G63630, Atha__AT5G08610, Atha__AT5G08620
HOG0011099	NA	gray	Other	2	Atha__AT5G01260
HOG0011100	NA	Green	Plastid	3	Atha__AT5G63840
HOG0011101	NA	gray	Other	2	Atha__AT5G35460
HOG0011102	NA	gray	Other	2	Atha__AT5G01510
HOG0011103	NA	gray	Other	2	Atha__AT5G35180
HOG0011104	NA	Green	Plastid	3	Atha__AT5G51020
HOG0011105	NA	gray	Other	2	Atha__AT5G53920
HOG0011106	NA	gray	Other	2	Atha__AT5G11280
HOG0011107	NA	gray	Other	2	Atha__AT5G19930
HOG0011111	NA	Green	Plastid	3	Atha__AT5G65220
HOG0011112	NA	gray	Other	2	Atha__AT5G45660
HOG0011113	NA	gray	Other	2	Atha__AT5G54250
HOG0011115	NA	Green	Plastid	3	Atha__AT5G38660
HOG0011117	NA	gray	Other	2	Atha__AT5G16780
HOG0011118	NA	gray	Other	2	Atha__AT5G23520
HOG0011119	NA	red	Mitochondria	1	Atha__AT5G12290
HOG0011121	NA	Green	Plastid	3	Atha__AT5G39530, Atha__AT5G39520
HOG0011123	NA	gray	Other	2	Atha__AT5G62710
HOG0011124	NA	gray	Other	2	Atha__AT5G56740
HOG0011125	NA	gray	Other	2	Atha__AT5G08710
HOG0011126	NA	Green	Plastid	3	Atha__AT5G19460, Atha__AT5G19470
HOG0011129	NA	gray	Other	2	Atha__AT5G66290
HOG0011131	NA	Green	Plastid	3	Atha__AT5G24690
HOG0011133	NA	gray	Other	2	Atha__AT5G16210
HOG0011135	NA	gray	Other	2	Atha__AT5G63200
HOG0011136	NA	gray	Other	2	Atha__AT5G04040
HOG0011137	NA	Green	Plastid	3	Atha__AT5G46100
HOG0011138	NA	gray	Other	2	Atha__AT5G58100
HOG0011139	NA	Green	Plastid	3	Atha__AT5G13530
HOG0011142	NA	red	Mitochondria	1	Atha__AT5G61510
HOG0011145	NA	gray	Other	2	Atha__AT5G58240
HOG0011147	NA	Green	Plastid	3	Atha__AT5G16180
HOG0011150	NA	Green	Plastid	3	Atha__AT5G35360
HOG0011151	NA	gray	Other	2	Atha__AT5G23630
HOG0011153	NA	Green	Plastid	3	Atha__AT5G50930
HOG0011154	NA	red	Mitochondria	1	Atha__AT5G06410
HOG0011155	NA	gray	Other	2	Atha__AT5G33280
HOG0011157	NA	Green	Plastid	3	Atha__AT5G49970
HOG0011158	NA	gray	Other	2	Atha__AT5G42890
HOG0011162	NA	Green	Plastid	3	Atha__AT5G55280
HOG0011164	NA	gray	Other	2	Atha__AT5G01310
HOG0011167	NA	gray	Other	2	Atha__AT5G22470
HOG0011168	NA	Green	Plastid	3	Atha__AT5G57345
HOG0011170	NA	gray	Other	2	Atha__AT5G22010
HOG0011171	NA	gray	Other	2	Atha__AT5G18440
HOG0011172	NA	gray	Other	2	Atha__AT5G26010
HOG0011174	NA	gray	Other	2	Atha__AT5G04240
HOG0011175	NA	gray	Other	2	Atha__AT5G37710
HOG0011176	NA	gray	Other	2	Atha__AT5G16260
HOG0011178	NA	gray	Other	2	Atha__AT5G24260
HOG0011179	NA	gray	Other	2	Atha__AT5G08740
HOG0011180	NA	gray	Other	2	Atha__AT5G64830
HOG0011181	NA	gray	Other	2	Atha__AT5G03730
HOG0011183	NA	gray	Other	2	Atha__AT5G13100
HOG0011184	NA	gray	Other	2	Atha__AT5G60790
HOG0011185	NA	gray	Other	2	Atha__AT5G44370
HOG0011186	NA	gray	Other	2	Atha__AT5G12400
HOG0011188	NA	gray	Other	2	Atha__AT5G19680
HOG0011190	NA	red	Mitochondria	1	Atha__AT5G64320
HOG0011194	NA	gray	Other	2	Atha__AT5G49570
HOG0011195	NA	gray	Other	2	Atha__AT5G27450
HOG0011196	NA	gray	Other	2	Atha__AT5G47090
HOG0011201	NA	NA	NA	4	HOG0011201
HOG0011205	NA	NA	NA	4	HOG0011205
HOG0011211	NA	NA	NA	4	HOG0011211
HOG0011216	NA	NA	NA	4	HOG0011216
HOG0011218	NA	NA	NA	4	HOG0011218
HOG0011220	NA	NA	NA	4	HOG0011220
HOG0011223	NA	NA	NA	4	HOG0011223
HOG0011225	NA	NA	NA	4	HOG0011225
HOG0011300	NA	gray	Other	2	Atha__AT2G35920
HOG0011306	NA	gray	Other	2	Atha__AT2G47790
HOG0011307	NA	gray	Other	2	Atha__AT2G44360
HOG0011308	NA	gray	Other	2	Atha__AT2G35720
HOG0011310	NA	Green	Plastid	3	Atha__AT2G20690
HOG0011311	NA	red	Mitochondria	1	Atha__AT2G37510
HOG0011313	NA	gray	Other	2	Atha__AT2G27430
HOG0011314	NA	red	Mitochondria	1	Atha__AT2G42450
HOG0011315	NA	gray	Other	2	Atha__AT2G18900, Atha__AT3G26480
HOG0011316	NA	Green	Plastid	3	Atha__AT2G42750
HOG0011317	NA	gray	Other	2	Atha__AT2G36400, Atha__AT3G52910
HOG0011321	NA	gray	Other	2	Atha__AT2G04660
HOG0011324	NA	gray	Other	2	Atha__AT2G27460
HOG0011325	NA	gray	Other	2	Atha__AT2G21610
HOG0011326	NA	gray	Other	2	Atha__AT2G26830
HOG0011331	NA	gray	Other	2	Atha__AT2G33793
HOG0011332	NA	gray	Other	2	Atha__AT2G28070
HOG0011333	NA	gray	Other	2	Atha__AT2G38020
HOG0011336	NA	gray	Other	2	Atha__AT2G31300, Atha__AT2G30910
HOG0011337	NA	gray	Other	2	Atha__AT2G17510
HOG0011338	NA	gray	Other	2	Atha__AT2G21260, Atha__AT2G21250
HOG0011339	NA	gray	Other	2	Atha__AT2G15230
HOG0011340	NA	Green	Plastid	3	Atha__AT2G16070
HOG0011342	NA	gray	Other	2	Atha__AT2G41700
HOG0011344	NA	gray	Other	2	Atha__AT2G19070
HOG0011345	NA	gray	Other	2	Atha__AT2G24800, Atha__AT4G31760
HOG0011348	NA	gray	Other	2	Atha__AT2G15560
HOG0011350	NA	gray	Other	2	Atha__AT2G40600
HOG0011351	NA	gray	Other	2	Atha__AT2G40935
HOG0011352	NA	gray	Other	2	Atha__AT2G28620, Atha__AT2G37420
HOG0011353	NA	gray	Other	2	Atha__AT2G37130
HOG0011356	NA	gray	Other	2	Atha__AT2G47970, Atha__AT3G63000
HOG0011358	NA	gray	Other	2	Atha__AT2G28470
HOG0011359	NA	Green	Plastid	3	Atha__AT2G01220, Atha__AT3G27610
HOG0011360	NA	gray	Other	2	Atha__AT2G47420
HOG0011361	NA	gray	Other	2	Atha__AT2G30105
HOG0011362	NA	gray	Other	2	Atha__AT2G39910
HOG0011363	NA	gray	Other	2	Atha__AT2G15400, Atha__AT2G15430
HOG0011364	NA	Green	Plastid	3	Atha__AT2G37690
HOG0011365	NA	gray	Other	2	Atha__AT5G05710, Atha__AT2G29700
HOG0011368	NA	gray	Other	2	Atha__AT2G36930
HOG0011369	NA	Green	Plastid	3	Atha__AT2G41460
HOG0011370	NA	gray	Other	2	Atha__AT2G19385
HOG0011371	NA	Green	Plastid	3	Atha__AT2G44050
HOG0011372	NA	gray	Other	2	Atha__AT2G36810
HOG0011375	NA	Green	Plastid	3	Atha__AT2G36000
HOG0011376	NA	gray	Other	2	Atha__AT2G37440
HOG0011377	NA	gray	Other	2	Atha__AT2G27790, Atha__AT5G27300
HOG0011383	NA	Green	Plastid	3	Atha__AT2G31040
HOG0011384	NA	gray	Other	2	Atha__AT2G40650
HOG0011386	NA	gray	Other	2	Atha__AT2G26210
HOG0011387	NA	gray	Other	2	Atha__AT2G40850, Atha__AT3G56600
HOG0011389	NA	Green	Plastid	3	Atha__AT2G18850
HOG0011396	NA	gray	Other	2	Atha__AT2G47580
HOG0011397	NA	gray	Other	2	Atha__AT2G22010
HOG0011399	NA	Green	Plastid	3	Atha__AT2G07360
HOG0011400	NA	gray	Other	2	Atha__AT2G42620
HOG0011402	NA	gray	Other	2	Atha__AT2G01440
HOG0011409	NA	gray	Other	2	Atha__AT2G02810, Atha__AT1G14360
HOG0011412	NA	Green	Plastid	3	Atha__AT2G30520
HOG0011414	NA	gray	Other	2	Atha__AT2G01730
HOG0011416	NA	gray	Other	2	Atha__AT2G47330
HOG0011417	NA	red	Mitochondria	1	Atha__AT2G39120
HOG0011418	NA	gray	Other	2	Atha__AT2G22125
HOG0011423	NA	gray	Other	2	Atha__AT2G45500
HOG0011424	NA	gray	Other	2	Atha__AT2G43760
HOG0011427	NA	gray	Other	2	Atha__AT2G30700
HOG0011431	NA	gray	Other	2	Atha__AT2G32800
HOG0011433	NA	gray	Other	2	Atha__AT2G39440
HOG0011434	NA	gray	Other	2	Atha__AT2G07680
HOG0011435	NA	red	Mitochondria	1	Atha__AT2G31060
HOG0011438	NA	gray	Other	2	Atha__AT2G21350, Atha__AT4G39040
HOG0011439	NA	red	Mitochondria	1	Atha__AT2G31340
HOG0011440	NA	gray	Other	2	Atha__AT2G04550
HOG0011441	NA	gray	Other	2	Atha__AT2G19430
HOG0011442	NA	Green	Plastid	3	Atha__AT2G47680
HOG0011446	NA	gray	Other	2	Atha__AT2G32160, Atha__AT2G32170
HOG0011447	NA	gray	Other	2	Atha__AT2G20000
HOG0011448	NA	gray	Other	2	Atha__AT2G31290
HOG0011450	NA	gray	Other	2	Atha__AT2G25355, Atha__AT4G32175
HOG0011454	NA	Green	Plastid	3	Atha__AT2G20890
HOG0011459	NA	gray	Other	2	Atha__AT2G38510
HOG0011460	NA	gray	Other	2	Atha__AT2G40316
HOG0011461	NA	gray	Other	2	Atha__AT2G37035
HOG0011464	NA	Green	Plastid	3	Atha__AT2G16640, Atha__AT3G16620
HOG0011465	NA	gray	Other	2	Atha__AT2G46960, Atha__AT2G46950, Atha__AT4G27710
HOG0011466	NA	gray	Other	2	Atha__AT2G34980
HOG0011467	NA	gray	Other	2	Atha__AT2G34780
HOG0011469	NA	gray	Other	2	Atha__AT2G30350
HOG0011470	NA	Green	Plastid	3	Atha__AT2G18940
HOG0011471	NA	gray	Other	2	Atha__AT2G30410
HOG0011472	NA	Green	Plastid	3	Atha__AT2G29180
HOG0011474	NA	gray	Other	2	Atha__AT2G26460
HOG0011475	NA	gray	Other	2	Atha__AT2G27590
HOG0011476	NA	Green	Plastid	3	Atha__AT2G38025
HOG0011477	NA	gray	Other	2	Atha__AT2G11000
HOG0011479	NA	Green	Plastid	3	Atha__AT2G31400
HOG0011483	NA	red	Mitochondria	1	Atha__AT2G15690
HOG0011485	NA	Green	Plastid	3	Atha__AT2G48120
HOG0011486	NA	gray	Other	2	Atha__AT2G26780
HOG0011487	NA	gray	Other	2	Atha__AT2G43680, Atha__AT3G59690
HOG0011493	NA	gray	Other	2	Atha__AT2G19790
HOG0011495	NA	red	Mitochondria	1	Atha__AT2G36980
HOG0011500	NA	gray	Other	2	Atha__AT2G38620, Atha__AT3G54180
HOG0011503	NA	Green	Plastid	3	Atha__AT2G36990
HOG0011505	NA	gray	Other	2	Atha__AT2G30800, Atha__AT1G06670
HOG0011506	NA	gray	Other	2	Atha__AT2G41710
HOG0011507	NA	gray	Other	2	Atha__AT2G36910
HOG0011508	NA	Green	Plastid	3	Atha__AT2G27350
HOG0011509	NA	gray	Other	2	Atha__AT2G34690
HOG0011510	NA	gray	Other	2	Atha__AT2G34560
HOG0011511	NA	Green	Plastid	3	Atha__AT2G46910
HOG0011513	NA	red	Mitochondria	1	Atha__AT2G42310, Atha__AT3G57785
HOG0011514	NA	gray	Other	2	Atha__AT2G05755
HOG0011515	NA	gray	Other	2	Atha__AT2G44820
HOG0011517	NA	Green	Plastid	3	Atha__AT2G30390
HOG0011518	NA	Green	Plastid	3	Atha__AT2G05070, Atha__AT3G27690
HOG0011519	NA	gray	Other	2	Atha__AT2G42810
HOG0011520	NA	gray	Other	2	Atha__AT2G46060
HOG0011522	NA	gray	Other	2	Atha__AT2G43190
HOG0011525	NA	Green	Plastid	3	Atha__AT2G40770
HOG0011527	NA	gray	Other	2	Atha__AT2G23390
HOG0011529	NA	Green	Plastid	3	Atha__AT2G01860
HOG0011533	NA	gray	Other	2	Atha__AT2G32980
HOG0011534	NA	gray	Other	2	Atha__AT2G19540
HOG0011537	NA	gray	Other	2	Atha__AT2G23093
HOG0011538	NA	red	Mitochondria	1	Atha__AT2G33820
HOG0011539	NA	Green	Plastid	3	Atha__AT2G31840
HOG0011540	NA	Green	Plastid	3	Atha__AT2G34620
HOG0011542	NA	gray	Other	2	Atha__AT2G34090
HOG0011543	NA	gray	Other	2	Atha__AT1G77100, Atha__AT4G25980
HOG0011544	NA	gray	Other	2	Atha__AT4G13720
HOG0011546	NA	gray	Other	2	Atha__AT4G28300
HOG0011547	NA	gray	Other	2	Atha__AT4G23340
HOG0011549	NA	gray	Other	2	Atha__AT4G20060
HOG0011550	NA	red	Mitochondria	1	Atha__AT4G37480
HOG0011551	NA	gray	Other	2	Atha__AT4G17220
HOG0011553	NA	Green	Plastid	3	Atha__AT4G36530
HOG0011558	NA	Green	Plastid	3	Atha__AT4G30580
HOG0011559	NA	Green	Plastid	3	Atha__AT4G09020
HOG0011560	NA	gray	Other	2	Atha__AT4G33760
HOG0011561	NA	gray	Other	2	Atha__AT4G10320
HOG0011563	NA	gray	Other	2	Atha__AT4G19670
HOG0011568	NA	gray	Other	2	Atha__AT4G02010
HOG0011569	NA	gray	Other	2	Atha__AT4G31570
HOG0011570	NA	Green	Plastid	3	Atha__AT4G02790
HOG0011571	NA	gray	Other	2	Atha__AT4G10790
HOG0011573	NA	gray	Other	2	Atha__AT4G34360
HOG0011574	NA	Green	Plastid	3	Atha__AT4G38090
HOG0011575	NA	gray	Other	2	Atha__AT4G02350
HOG0011577	NA	Green	Plastid	3	Atha__AT4G14310
HOG0011581	NA	gray	Other	2	Atha__AT4G31820
HOG0011583	NA	gray	Other	2	Atha__AT4G24940, Atha__AT5G50680, Atha__AT5G50580
HOG0011584	NA	red	Mitochondria	1	Atha__AT4G36420
HOG0011588	NA	Green	Plastid	3	Atha__AT4G35800
HOG0011589	NA	gray	Other	2	Atha__AT4G38300, Atha__AT4G38650
HOG0011591	NA	Green	Plastid	3	Atha__AT4G24090
HOG0011592	NA	gray	Other	2	Atha__AT4G16510
HOG0011593	NA	gray	Other	2	Atha__AT4G17240
HOG0011594	NA	gray	Other	2	Atha__AT4G14490, Atha__AT3G02400
HOG0011595	NA	Green	Plastid	3	Atha__AT4G01690
HOG0011596	NA	red	Mitochondria	1	Atha__AT4G30000, Atha__AT1G69190
HOG0011597	NA	gray	Other	2	Atha__AT4G21110
HOG0011599	NA	gray	Other	2	Atha__AT4G02460
HOG0011602	NA	gray	Other	2	Atha__AT4G20350
HOG0011604	NA	Green	Plastid	3	Atha__AT4G38100
HOG0011605	NA	Green	Plastid	3	Atha__AT4G10760
HOG0011609	NA	red	Mitochondria	1	Atha__AT4G21190
HOG0011611	NA	gray	Other	2	Atha__AT4G04350
HOG0011613	NA	Green	Plastid	3	Atha__AT4G15560
HOG0011616	NA	gray	Other	2	Atha__AT4G02050
HOG0011618	NA	red	Mitochondria	1	Atha__AT4G33150
HOG0011620	NA	Green	Plastid	3	Atha__AT4G20070
HOG0011621	NA	Green	Plastid	3	Atha__AT4G12030, Atha__AT4G22840
HOG0011622	NA	Green	Plastid	3	Atha__AT4G12830
HOG0011623	NA	gray	Other	2	Atha__AT4G02220
HOG0011624	NA	gray	Other	2	Atha__AT4G27640
HOG0011626	NA	Green	Plastid	3	Atha__AT4G29750
HOG0011627	NA	gray	Other	2	Atha__AT4G31790
HOG0011628	NA	gray	Other	2	Atha__AT4G10950
HOG0011629	NA	Green	Plastid	3	Atha__AT4G23940
HOG0011630	NA	Green	Plastid	3	Atha__AT4G18240
HOG0011633	NA	gray	Other	2	Atha__AT4G01810
HOG0011636	NA	Green	Plastid	3	Atha__AT4G31050, Atha__AT1G47578
HOG0011638	NA	gray	Other	2	Atha__AT4G03080
HOG0011640	NA	gray	Other	2	Atha__AT4G13030
